Sentence,Sentiment,Emotion,Hate-Speech,Sarcasm
మ్యాచ్‌ ముగిసిన అనంతరం బెయిర్‌స్టో మాట్లాడుతూ: ఐపీఎల్‌లో ఆస్ట్రేలియన్‌ ఆటగాడు డేవిడ్‌ వార్నర్‌ లాంటి వాళ్లతో కలిసి ఆడటం వల్ల నా ఆట తీరు ఎంతో మెరుగైంది.,pos,happy,no,no
వరల్డ్‌ అండర్‌-16 టైటిల్‌ విజేత కీర్తన.,pos,happy,no,no
హైదరాబాద్‌: భారత స్నూకర్‌ ప్లేయర్‌ కీర్తనా పాండియన్‌ ఐబీఎస్‌ఎఫ్‌ వరల్డ్‌ అండర్‌-16 స్నూకర్‌ ఛాంపియన్స్‌ టైటిల్‌ను సొంతం చేసుకుంది.,pos,happy,no,no
ఫైనల్లో బెలారస్‌కు చెందిన అల్బినా లెస్చక్‌ను 3-1 తేడాతో ఓడించింది.,neg,sad,no,no
"నాలుగో సీడ్‌గా బరిలో దిగిన కీర్తన వరుసగా మనస్విని శేఖర్‌, రష్యాకు చెందిన అలినా ఖైరులినాలను ఓడించింది.",neg,sad,no,no
కీర్తనతోపాటు అనుపమ ఫైనల్‌ చేరగా తుది పోరులో కీర్తన 1-3 తేడాతో ఓడింది.,neg,sad,no,no
"నాలుగో సీడ్‌గా బరిలోకి దిగిన కీర్తన స్ట్రెయిట్‌ ఫ్రేముల్లో మనస్విని శేఖర్‌, రష్యన్‌ యువతి అలీనా ఖైరులీనా 3-0తేడాతో ఓడించింది.",neg,sad,no,no
"ధావన్‌, కుల్దీప్‌లకు అత్యుత్తమ ర్యాంకులు.",pos,happy,no,no
"తొలి టీ20లో ఆసీస్‌ విజయం సాధించగా, వర్షం కారణంగా రెండో టీ20 రద్దయింది.",neutral,sad,no,no
ఈ సిరీస్‌ అనంతరం ఐసీసీ ప్రకటించిన ర్యాంకుల్లో ఇరు జట్లకు చెందిన పలువురు ఆటగాళ్లు మెరుగైన స్థానాలను దక్కించుకున్నారు.,pos,happy,no,no
ఢిల్లీ ఈ సీజన్‌లో డబుల్‌ హ్యాట్రిక్‌ విజయాలు సాధించడం విశేషం.,pos,happy,no,no
"మిడిలార్డర్‌లో మనీశ్‌ ,నబీ రాణిస్తున్నా మిగతావారు సహకరించకపోవడం ఎస్‌ ఆర్‌హెచ్‌ను కలవరపెట్టే అంశం.",neutral,sad,no,no
కీలక ప్లేఆఫ్స్‌లో పేసర్‌ రబాడా దూరం కావడం లోటే.,neg,sad,no,no
ఫైనల్స్‌లో సింధు.,pos,happy,no,no
"సెమీస్‌లో సింధు వరుస సెట్‌ల్లో 21-16, 25-23 స్కోరుతో మాజీ చాంపియన్‌ థాయిలాండ్‌కు చెందిన ఇంతనోన్‌ రచనోక్‌పై విజయం సాధించి తుది పోరుకు సిద్ధమైంది.",pos,happy,no,no
రెండో సెట్‌లో సింధూకి రచనోక్‌ నుంచి తీవ్ర ప్రతిఘటన ఎదురైంది.,neg,sad,no,no
పురుషుల సింగిల్స్‌ సెమీస్‌లో సమీర్‌ వర్మ ఓడిపోయాడు.,neg,sad,no,no
"సమీర్‌ చైనాకు చెందిన వరల్డ్‌ నెంబర్‌ 2 షీ యుకీ చేతిలో 21-12, 20-22, 17-21 తేడా పోరాడి ఓడాడు.",neg,sad,no,no
ఇక ఇంటర్నేషనల్‌ క్రికెట్లో అన్ని ఫార్మాట్లలో ఐదుకంటే ఎక్కువ టోర్నీలు(8) గెలిచిన దేశంగా భారత్‌ తొలిస్థానంలో నిలిచింది.,pos,happy,no,no
ఇంతకు ముందు ఈ రికార్డు ఆస్ట్రేలియా(7) మీద ఉండగా శుక్రవారం టీమిండియా ఆసియాకప్‌ సొంతం చేసుకోవడంతో ఈ అరుదైన రికార్డు సాధించింది.,neutral,happy,no,no
1984 నుంచి భారత్‌ ఏడు సార్లు ఆసియాకప్‌ను ముద్దాడింది.,pos,happy,no,no
సిడ్నీ: తనను బాల్‌ ట్యాంపరింగ్‌ చేయాలని ఓపెనర్‌ డేవిడ్‌ వార్నర్‌ ప్రోత్సహించాడని ఆస్ట్రేలియా క్రికెటర్‌ కామెరాన్‌ బాన్‌క్రాఫ్ట్‌ అన్నాడు.,neutral,sad,no,no
నేను అందరినీ అవమానించానని అనిపిస్తోంది.,neg,sad,no,no
మరో నాలుగు రోజుల్లో బాన్‌క్రాఫ్ట్‌ తన నిషేధ కాలాన్ని పూర్తి చేసుకోనున్నాడు.,pos,happy,no,no
జకార్తా: భారత్‌ రికార్డు స్థాయిలో పతకాలు సాధించి ఆసియా పారా క్రీడలను ఘనంగా ముగించింది.,pos,happy,no,no
"పురుషుల ఎస్‌ఎల్‌3 అంగవైకల్య విభాగంలో పోటీపడ్డ ప్రమోద్‌ భగత్‌ ఫైనల్లో ఇండోనేషియాకు చెందిన ఉకున్‌ రుకేండిని 21-19, 15-21, 21-14 తేడాతో ఓడించి స్వర్ణం గెలుచుకున్నాడు.",pos,happy,no,no
"ఎస్‌ఎల్‌4 విభాంగంలో పోటీపడ్డ మరో షట్లర్‌ తరున్‌ ఫైనల్లో చైన్నాకు చెందిన యుయాంగ్‌ గోవాను 21-16, 21-6 తేడాతో వరుస సెట్లలో ఓడించి స్వర్ణం సాధించాడు.",pos,happy,no,no
బుధవారం సొంత మైదానంలో జరిగిన మ్యాచ్‌లో పాయింట్ల పట్టికలో టాప్‌లో ఉన్న చెన్నై సూపర్‌ కింగ్స్‌ను ఓడించి అభిమానులను అలరించింది.,pos,happy,no,no
మ్యాచ్‌ మొదలు కాక ముందు సన్‌రైజర్స్‌ జట్టు బౌలింగ్‌కు దిగుతుండగా స్టాండ్స్‌లో సన్‌ రైజర్స్‌ జెర్సీతో ఉన్న ఓ చిన్నారి అభిమాని వార్నర్‌లో ఉత్సాహం నింపింది.,pos,happy,no,no
తండ్రిలో ఉత్సాహం నింపింది.,pos,happy,no,no
తన కూతుర్ని చూసిన వార్నర్‌ నవ్వుకుంటూ మురిసిపోయాడు.,pos,happy,no,no
