Sentence,Sentiment,Emotion,Hate-Speech,Sarcasm
"ఆయనకు ఎలాంటి అనారోగ్యం లేదని, వ_x005F_x007f_ద్ధాప్యం కారణంగా లింగప్ప కన్నుమూసినట్లు కుటుంబ సభ్యులు తెలిపారు.",neg,sad,no,no
"మధ్యతరగతి కుటుంబానికి చెందిన అశ్వినీ నాచప్పలోని ప్రతిభను గుర్తించి, దేశం గర్వించదగ్గ అథ్లెటిక్‌ క్రీడాకారిణిగా ఆమెను తీర్చిదిద్దారు.",pos,no,no,no
1970లో బ్యాంకాక్‌లో నిర్వహించిన ఆసియా గేమ్స్‌లో 400 మీటర్ల పరుగు పందెంలో వెండి పతకాన్ని అందుకున్న ఘనత పీసీ పొన్నప్పకు ఉంది.,pos,no,no,no
"అలాంటి జాతీయ, అంతర్జాతీయ క్రీడాకారులు, అథ్లెటిక్స్‌ను తయారు చేశారు లింగప్ప.",pos,no,no,no
అదే ఏడాది ఢిల్లీలో నిర్వహించిన తొలి నేషనల్‌ గేమ్స్‌లో 10 కిలోమీటర్ల వాకథాన్‌లో వెండి పతకాన్ని సాధించారు.,pos,happy,no,no
క్రీడా రంగానికి లింగప్ప చేసిన సేవలను ద_x005F_x007f_ష్టిలో ఉంచుకుని కేంద్ర ప్రభుత్వం ఆయనను ద్రోణాచార్య అవార్డుతో సత్కరించింది.,pos,happy,no,no
2014లో అప్పటి రాష్ట్రపతి చేతుల మీదుగా ఆయన ఈ అవార్డును అందుకున్నారు.,pos,no,no,no
కర్ణాటక ప్రభుత్వం ఆయనకు అనేక పురస్కారాలను అందజేసింది.,pos,no,no,no
"1987 దసరా అవార్డు, 1994లో రాజ్యోత్సవ అవార్డు, కర్ణాటక ఒలింపిక్స్‌ అసోసియేషన్‌ నుంచి 2002లో అత్యుత్తమ కోచ్‌ అవార్డును లింగప్ప అందుకున్నారు.",pos,no,no,no
అదే ఏడాది ప్రతిష్ఠాత్మక కెంపేగౌడ అవార్డును కూడా లింగప్పకు దక్కింది.,pos,no,no,no
ఆయన మరణంపై కర్ణాటక ముఖ్యమంత్రి కుమారస్వామి సంతాపాన్ని వ్యక్తం చేశారు.,neg,sad,no,no
గాయం పూర్తిగా మానక పోవచ్చు.,neg,sad,no,no
ఢాకా: బంగ్లాదేశ్‌ స్టార్‌ ఆల్‌రౌండర్‌ షకీబుల్‌ హసన్‌ గాయం కారణంగా అర్ధాంతరంగా ఆసియా కప్‌ నుంచి వైదోలిగిన విషయం తెలిసిందే.,neg,sad,no,no
"సర్జరీ తరువాత అతడి గాయానికి ఇఫెష్కన్‌ సోకిందని, మరలా ఆస్ట్రేలియాలో మరో సర్జరీకి వెళ్తుతున్నానని, రెండో సర్జరీ ఎప్పుడు చేస్తారో తెలియదని, సర్జరీ చేస్తే అది చేతికే ప్రమాదకరంగా మారుతోందని, తన వేలి గాయం 100 శాతం నయం కాకపోవచ్చునని’ అని తెలిపాడు.",neg,sad,no,no
"""సియోల్‌: భారత స్టార్‌ షట్లర్‌ సైనా నెహ్వాల్‌ కొరియా ఓపెన్‌ తొలి రౌండ్‌లో విజయం సాధించి ప్రీ క్వార్టర్స్‌లో అడుగుపెట్టింది.",pos,happy,no,no
"తొలిరోజు భారత్‌ తరపున సింగిల్స్‌లో సైనా రెండో రౌండ్‌లో అడుగుపెట్టగా మరో మహిళల సింగిల్స్‌లో వైష్ణవీ రెడ్డి, పురుషుల సింగిల్స్‌లో సమీర్‌ వర్మ ఇంటి ముఖం పట్టారు.",neg,no,no,no
"మరో మహిళల సింగిల్స్‌లో వైష్ణవీ రెడ్డి అమెరికాకు చెందిన బీవెన్‌ జ్యాంగ్‌ చేతిలో 21-10, 21-9 తేడాతో ఓడిపోయింది.",neg,sad,no,no
"ఇక పురుషుల సింగిల్స్‌లో సమీర్‌ రెడ్డి డెన్మార్క్‌కు చెందిన అన్‌డర్స్‌ అన్‌టోన్‌సన్‌ చేతిలో 15-21, 21-16, 21-7 మూడు సెట్లలో పోరాడి ఓడాడు.",neg,sad,no,no
తొలిసెట్‌ను 15-21తో గెలుచుక్ను సమీర్‌ తరువాత ఆ జోరును కొనసాగించలేక పోయాడు.,neg,sad,no,no
రెండో సెట్‌ను 21-16తో ఓడాడు.,neg,sad,no,no
ఇక మూడో సెట్‌లో ఎటువంటి పోటీ ఇవలేకపోయిన సమీర్‌ 21-7తో నిరాశపరిచాడు.,neg,no,no,no
"ఈ ఓపెన్‌కు సింధు, శ్రీకాంత్‌ వంటి అగ్ర క్రీడాకారులు విశ్రాంతి కారణంగా దూరమైన విషయం తెలిసిందే.",neg,sad,no,no
కొలంబో: శ్రీలంక క్రికెట్‌ బోర్డు ప్రస్తుతం గడ్డు కాలాన్ని ఎదుర్కొంటోంది.,neg,sad,no,no
బోర్డులో అవినీతి రాజ్యమేలుతుండటంతో సర్వత్రా విమర్శలు వెల్లువెత్తుతున్నాయి.,neg,no,yes,no
ఆర్థిక అవకతవకలకు పాల్పడ్డాడని లంక క్రికెట్‌ బోర్డు ఫిర్యాదు చేయడంతో ఆయన్ని అరెస్టు చేసినట్లు పోలీసులు తెలిపారు.,neg,no,no,no
పేలవ ప్రదర్శనకు ఆటగాళ్లను నిందించలేమన్నాడు.,neg,no,no,no
లంక క్రికెట్‌ బోర్డు సీఎఫ్‌ఓపై ఈ సెప్టెంబర్‌లో అవినీతి ఆరోపణలు వచ్చాయి.,neg,no,yes,no
"విశాలాంధ్ర స్పోర్ట్స్‌ డెస్క్‌ : హైదరాబాద్‌ ఫ్రాంచైజీ డెక్కన్‌ చార్జర్స్‌ జట్టు 2009 ఐపీఎల్‌ టైటిల్‌ గెలి చిన రెండో జట్టుగా చరిత్ర సృష్టించినా, తరువాతి క్రమంగా ప్రభ కోల్పోయి మొ త్తంగా కనుమరుగైంది.",neg,sad,no,no
